route_id,stops,num_stops,total_pallets,total_duration_sec,total_duration_hms
Tue_00641,New World Green Bay;New World Victoria Park,2,16,21182.52,05:53:02
Tue_00642,New World Botany;New World Eastridge,2,14,21187.64,05:53:07
Tue_00643,Pak 'n Save Henderson;New World Metro Shore City,2,14,21198.68,05:53:18
Tue_00644,New World Devonport;New World Newmarket,2,14,21203.88,05:53:23
Tue_00645,Four Square Glen Eden;Four Square Hobsonville;New World Hobsonville,3,15,21217.54,05:53:37
Tue_00646,New World New Lynn;New World Newmarket;Four Square Eden Terrace,3,16,21217.78,05:53:37
Tue_00647,New World Victoria Park;New World Green Bay,2,16,21242.2,05:54:02
Tue_00648,New World Green Bay;New World Metro Queen St;Four Square St Heliers,3,14,21243.58,05:54:03
Tue_00649,New World New Lynn;New World Metro Queen St;Four Square Ellerslie,3,15,21249.55,05:54:09
Tue_00650,New World Remuera;Four Square Ellerslie;Four Square Remuera,3,16,21258.01,05:54:18
Tue_00651,Pak 'n Save Clendon;Four Square Botany Junction,2,15,21259.85,05:54:19
Tue_00652,New World Newmarket;New World Devonport,2,14,21266.51,05:54:26
Tue_00653,Four Square Onehunga;New World Stonefields;New World Newmarket,3,16,21271.99,05:54:31
Tue_00654,New World New Lynn;Four Square Eden Terrace;New World Newmarket,3,16,21272.56,05:54:32
